town,state,sentiment_score,number_of_posts,satisfaction_score,score_valid
Bradford, AR,n/a,0,2.4305,0
Miami, FL,0.2374195700518903,2698,2.9662,1
Beach Lake, PA,0.527175,16,3.6201,1
Bernville, PA,0.20277701863354036,1288,2.8882,1
Enid, OK,0.03833466666666667,600,2.517,1
Cleona, PA,0.3680777777777778,108,3.2611,1
Devon, PA,0.40235471204188483,382,3.3385,1
Hyde Park, PA,0.29784736842105264,1178,3.1025,1
Little Britain, PA,n/a,0,2.4305,0
Carnegie, PA,0.2829036869340233,1546,3.0689,1
Shelbyville, TN,0.07326666666666667,63,2.5959,1
Hawley, PA,0.22597142857142857,350,2.9405,1
Jacksonville, FL,0.30808147546311343,3077,3.1258,1
Fayetteville, NY,0.3459859284890427,2601,3.2113,1
Garden Prairie, IL,0.47452352941176473,34,3.5012,1
Hometown, IL,0.3087435294117647,85,3.1271,1
Glendale, CA,0.2299077,2000,2.9493,1
Winona, MN,0.2657253164556962,632,3.0301,1
Fresno, CA,0.18751704545454545,1672,2.8536,1
Savannah, GA,0.2850109191582044,141412,3.0736,1
Lake Lynn, PA,0.0,10,2.4305,1
Waterford, PA,0.358616361679225,1858,3.2397,1
Vandergrift, PA,0.510818137254902,408,3.5831,1
Stafford Springs, CT,0.21871714285714286,35,2.924,1
Missouri City, TX,0.18676704918032788,610,2.852,1
Mankato, MN,0.3387264036901543,6287,3.1948,1
Azle, TX,0.28616341463414635,82,3.0763,1
Chesterfield, MO,0.3042256597645148,7389,3.117,1
Hillsboro, OR,0.14473898305084745,177,2.7571,1
Paola, KS,0.21359763816721777,2117,2.9125,1
Valley Center, KS,0.19733944365192582,1402,2.8757,1
Cold Spring, KY,0.2257585152838428,229,2.94,1
Fairbanks, AK,0.2801965000353532,14145,3.0628,1
Reynoldsburg, OH,0.09907391304347825,23,2.6542,1
Starr, SC,0.17996524822695034,141,2.8367,1
Elkins, AR,0.26300230547550435,1041,3.024,1
Fitzpatrick, AL,n/a,0,2.4305,0
De Soto, MO,0.2862052863436123,908,3.0763,1
Livermore, CA,0.35730942260007087,5646,3.2368,1
Willamina, OR,n/a,0,2.4305,0
Ashley, PA,n/a,0,2.4305,0
Colmar, PA,0.24384909963985596,1666,2.9807,1
Monterey Park, CA,0.2604314814814815,486,3.0181,1
Millville, PA,0.22587,100,2.9403,1
Minersville, PA,-0.013452830188679245,106,2.4001,1
Wexford, PA,0.3444617184771219,2863,3.2079,1
Dawson, PA,-0.18794545454545455,22,2.0066,1
Essex, IL,0.1839970588235294,102,2.8457,1
Galesburg, IL,0.17714198113207547,212,2.8302,1
Kirtland, OH,0.38417265624999997,256,3.2975,1
Brian Head, UT,n/a,0,2.4305,0
Santa Barbara, CA,0.2624661495624503,5028,3.0229,1
Oskaloosa, KS,0.2950917073170732,205,3.0964,1
Princeton, KS,0.2578059925093633,534,3.0123,1
Willow Street, PA,0.24178314606741574,89,2.9762,1
Mahaffey, PA,n/a,0,2.4305,0
Miltona, MN,-0.02,3,2.3854,1
Hinckley, IL,0.18045185185185186,27,2.8378,1
Veyo, UT,0.25595050505050504,99,3.0082,1
Harbor City, CA,0.2761090909090909,308,3.0535,1
Coppell, TX,0.2586328025477707,628,3.0141,1
Bryant, AR,0.2799219244823386,4926,3.0621,1
Cove, AR,0.09154285714285715,7,2.637,1
Daphne, AL,0.264729511748042,6001,3.0278,1
Phil Campbell, AL,0.134296,25,2.7336,1
Evening Shade, AR,0.3598349206349206,63,3.2424,1
Altus, AR,0.18825862068965518,29,2.8554,1
Vancouver, WA,0.2745716481437692,8458,3.0502,1
Welches, OR,0.3098351351351351,666,3.1296,1
Denver, PA,0.2363050785973398,8270,2.9637,1
Lynn Haven, FL,0.24566050681050874,25769,2.985,1
Stoneboro, PA,0.30160333333333333,60,3.1111,1
Freeland, PA,0.17171538461538463,130,2.818,1
Andover, MA,0.3199703623813632,2318,3.1526,1
Rockwood, PA,0.5460410958904109,146,3.6626,1
Swoyersville, PA,0.14955277777777778,216,2.7681,1
Elizabeth, PA,0.2518367346938776,490,2.9987,1
Campbell, CA,0.21750870113493065,1586,2.9213,1
Allen, TX,0.49209166666666665,36,3.5409,1
National City, MI,0.046825,64,2.5361,1
Midway, UT,n/a,0,2.4305,0
Pella, IA,0.34223333333333333,6,3.2027,1
Banning, CA,-0.061857777777777775,90,2.2909,1
Riverside, RI,0.3681174810318665,3295,3.2611,1
Mertztown, PA,0.22350243902439024,205,2.9349,1
Alexander City, AL,0.28377369439071565,1552,3.0709,1
Maple Lake, MN,0.25062867647058823,136,2.996,1
Remer, MN,0.0,3,2.4305,1
Buffalo, NY,0.1256374862183021,907,2.714,1
North Branch, MN,0.28174859813084113,1070,3.0662,1
Wakefield, RI,0.31666395939086295,1576,3.1452,1
Orangeburg, SC,0.2798873840445269,539,3.0621,1
Millbrook, AL,0.3169282547923323,5008,3.1456,1
West Kingston, RI,0.4722207317073171,82,3.496,1
Eastover, SC,0.17359626865671643,134,2.8223,1
Johnsonville, SC,0.12666315789473684,38,2.7164,1
Monroeville, AL,0.2250952380952381,126,2.9385,1
Hayneville, AL,-0.002857142857142857,7,2.424,1
Powell, TN,0.38462132352941175,136,3.2984,1
Oakdale, PA,0.33667923588039866,2408,3.1903,1
Tiburon, CA,0.55555703125,256,3.6842,1
Rome, PA,0.29374606741573034,178,3.0933,1
Ronks, PA,0.326225,16,3.1666,1
Albany, CA,0.2811637931034483,232,3.0651,1
East Brady, PA,0.1910125,32,2.8615,1
Havertown, PA,0.34248321579689706,2836,3.2034,1
Roulette, PA,-0.002857142857142857,14,2.424,1
Hyde Park, UT,0.2724611374407583,844,3.0454,1
Waco, TX,0.2768715955533758,12234,3.0554,1
Luverne, MN,0.5807333333333333,3,3.7409,1
Douglasville, GA,0.16003236514522823,241,2.7916,1
Cross, SC,0.12566315789473684,57,2.7142,1
Trafford, AL,0.36309841827768014,569,3.2499,1
Harvest, AL,0.3405287668210898,4533,3.1989,1
Hollytree, AL,0.42977037037037036,162,3.4004,1
Alexander, AR,0.2678737982832618,4660,3.035,1
Bismarck, AR,0.374765,20,3.2763,1
Umpqua, OR,0.29045733333333335,150,3.086,1
Ashville, PA,0.610627536231884,138,3.8083,1
Elkland, PA,0.01681851851851852,54,2.4685,1
Franklin, PA,0.2784099706744868,1364,3.0587,1
Upper Chichester, PA,0.1751981385729059,1934,2.8259,1
Mountville, PA,0.3581864197530864,162,3.2388,1
Webberville, MI,0.28125688073394495,109,3.0653,1
Backus, MN,0.14973055555555556,36,2.7683,1
Bethesda, MD,0.41922198742138367,7950,3.3764,1
Odenton, MD,0.18740051413881748,1556,2.8534,1
Osawatomie, KS,0.09692881355932204,59,2.6492,1
Rumford, RI,0.1894694117647059,170,2.8581,1
Lafayette, LA,0.2964952800149841,10678,3.0996,1
Bonneau, SC,0.163469375,160,2.7995,1
Pacolet, SC,0.29878744394618834,223,3.1048,1
Centre, AL,0.3332673046251994,627,3.1826,1
Guntersville, AL,0.28618658311074585,4867,3.0763,1
Holyoke, MA,0.25021896128423043,5295,2.9951,1
Merrill, WI,0.15824913294797688,346,2.7875,1
Branson, MO,0.3326299946438136,1867,3.181,1
South Charleston, OH,-0.1116877049180328,366,2.1785,1
Asheville, NC,0.39026410256410254,78,3.3112,1
Chester Springs, PA,0.32943273880301227,2523,3.1738,1
West Reading, PA,0.46476603773584907,106,3.4793,1
Brisbin, PA,0.0,2,2.4305,1
Chugiak, AK,0.21170769140025952,16954,2.9082,1
Franklin, IL,0.2991632075471698,636,3.1057,1
Converse, TX,0.26705,272,3.0332,1
White Pigeon, MI,0.1698,86,2.8137,1
Peck, KS,0.07512105263157896,19,2.6,1
Sterling, VA,0.10972343749999999,64,2.6781,1
Hope, RI,0.3569723076923077,65,3.2361,1
Brighton, IL,0.20804242424242425,66,2.8999,1
Buffalo, SC,0.50195625,16,3.5633,1
Coosada, AL,0.24613225806451614,31,2.9859,1
Bryn Mawr, PA,0.34604837740384614,9984,3.2113,1
Jenkintown, PA,0.39407672955974843,318,3.3198,1
Conway, SC,0.30811394148020654,5229,3.1258,1
New Hope, PA,0.2250992125984252,508,2.9385,1
Quincy, MA,0.3206797746144721,3372,3.1542,1
Chicora, PA,0.13885135135135135,259,2.744,1
Liberty, MO,0.30460100286532954,2094,3.1179,1
Greenland, NH,0.30890208333333335,48,3.1276,1
Bingham Canyon, UT,n/a,0,2.4305,0
Decatur, AL,0.3301632753740396,12366,3.1756,1
Lanham, MD,0.218,120,2.9224,1
Gilbertsville, KY,0.3059293548387097,310,3.1208,1
Roeland Park, KS,0.3206566265060241,166,3.1542,1
Renville, MN,0.6882685714285715,35,3.9836,1
Iva, SC,0.3204945098039216,255,3.1537,1
Clover, VA,0.2672,3,3.0335,1
Arkadelphia, AR,0.14331616161616162,99,2.7539,1
Winchester, VA,0.08082142857142857,112,2.6129,1
Drumore, PA,0.18624181818181818,110,2.8507,1
Jefferson, MD,0.3094366666666667,180,3.1287,1
Canonsburg, PA,0.33093811659192823,3568,3.1772,1
Gaithersburg, MD,0.40824261363636366,352,3.3516,1
Elwood, IL,0.30025125628140703,2189,3.1082,1
Phoenix, AZ,0.36642213114754096,244,3.2573,1
Amboy, MN,n/a,0,2.4305,0
Terrell, TX,0.301254431630972,9107,3.1104,1
Russell, KS,0.054885416666666666,48,2.5544,1
Yukon, PA,0.16419111111111112,45,2.8011,1
New Ulm, MN,0.23756493604213694,1329,2.9667,1
Stamford, CT,0.26027676923076926,3250,3.0179,1
Bell City, LA,n/a,0,2.4305,0
Hickory Grove, SC,0.22933235294117646,68,2.9479,1
Elkton, MD,n/a,0,2.4305,0
Emmet, AR,0.22944117647058823,119,2.9482,1
Indianapolis, IN,0.15842912393788455,3413,2.788,1
Montgomery, AL,0.3156066296559292,309942,3.1427,1
Gouldsboro, PA,0.20117916666666666,336,2.8845,1
Fairview, PA,0.24829205890086772,3803,2.9908,1
Glenshaw, PA,0.27855454545454544,638,3.0592,1
Garrison, MN,0.31598715596330273,109,3.1436,1
Okatie, SC,0.37131303317535547,844,3.2684,1
Chisago City, MN,0.27347414448669205,526,3.0477,1
Norwood, MA,0.3736377608142494,1965,3.2735,1
White Oak, TX,0.3878501308900524,1528,3.3058,1
East Carbon, UT,n/a,0,2.4305,0
Alpine, UT,0.38055732984293195,1528,3.2893,1
Hope Valley, RI,0.3854981366459627,161,3.3004,1
Marengo, IL,0.1530104761904762,105,2.7758,1
Edgewater, MD,0.26240117456161377,54233,3.0226,1
Florence, AL,0.26524204150851977,12385,3.029,1
Hartford, AL,0.2782388704318937,301,3.0583,1
Fairhope, AL,0.2852491496598639,4704,3.0741,1
San Mateo, CA,0.32573791866028706,61028,3.1655,1
Rock Island, IL,0.26166265822784807,1106,3.0211,1
Piedmont, SC,0.3204074812030075,5320,3.1535,1
Oakland, NJ,0.5254933333333334,30,3.6163,1
Point Marion, PA,0.13787391304347826,46,2.7417,1
Schnecksville, PA,0.2722586776859504,1936,3.045,1
Jennings, LA,0.1985,35,2.8784,1
Horsham, PA,0.21330178306092126,1346,2.9118,1
Vinton, TX,n/a,0,2.4305,0
Layton, UT,0.29820578281145904,7505,3.1034,1
Eagle Mountain, UT,0.30634914772727273,1056,3.1217,1
Front Royal, VA,0.33909706563706565,1295,3.1957,1
Burlington, NC,0.3074188888888889,90,3.1242,1
Cecilia, KY,0.1470425087108014,287,2.7622,1
Kevil, KY,0.30935555555555555,567,3.1287,1
Ketchikan, AK,0.32958633879781424,366,3.1743,1
Albertville, AL,0.2552919197117859,1943,3.0066,1
Roy, UT,0.2909918169209431,721,3.0872,1
Ninety Six, SC,0.39116684782608696,184,3.3133,1
Pinckney, MI,-0.16276363636363636,33,2.0632,1
Mount Olive, AL,0.13412361111111112,72,2.7331,1
Sherwood, AR,0.18070546021840875,1282,2.8383,1
Rochester, WA,0.28368848484848486,330,3.0707,1
Baker, CA,n/a,0,2.4305,0
Cedar Rapids, IA,0.296353596287703,431,3.0994,1
Ulster, PA,0.4656909090909091,22,3.4814,1
New Paris, PA,0.14262,20,2.7523,1
Ithaca, NY,0.29697279411764704,544,3.1007,1
Marietta, PA,0.2983424418604651,1032,3.1036,1
Wilmington, NC,0.23993608247422682,97,2.9719,1
Canfield, OH,0.2479054794520548,73,2.9899,1
Beaver, UT,n/a,0,2.4305,0
Windom, TX,0.24150350877192983,228,2.9755,1
Falmouth, MA,0.4271515009380863,1066,3.3945,1
Mainesburg, PA,n/a,0,2.4305,0
Clayton, AL,0.3563351515151515,990,3.2345,1
Hazel Green, AL,0.24128527004909983,3666,2.975,1
Richmond, MN,0.2537214076246334,341,3.003,1
Mabelvale, AR,0.3639380952380952,126,3.2517,1
Roseville, MN,0.214948848419925,1867,2.9155,1
York, PA,0.2988918735891648,10633,3.105,1
Plano, TX,0.3122545842531273,6795,3.1352,1
Panama City Beach, FL,0.3131150625766871,40750,3.137,1
Scottdale, GA,n/a,0,2.4305,0
Mercer, PA,0.28334957264957267,468,3.0698,1
Farmington, AR,0.25484072603516733,3526,3.0055,1
Highland, UT,0.2934329896907216,388,3.0926,1
South Lyon, MI,0.3441534482758621,464,3.2072,1
Towanda, KS,0.5255140434782609,2300,3.6163,1
White Hall, AR,0.17098811292719168,673,2.8164,1
Kingsley, PA,0.427126710816777,453,3.3943,1
Fair Grove, MO,0.29227628205128203,156,3.0901,1
Wilderville, OR,0.8722714285714286,112,4.3988,1
Sanford, NC,0.29833328473234744,4801,3.1036,1
Woodinville, WA,0.16676511627906979,258,2.8069,1
Bella Vista, AR,0.3198315149136578,10192,3.1522,1
Pendleton, SC,0.3072409431137725,1336,3.1237,1
Middletown, PA,0.24239719434773704,4883,2.9775,1
Port Carbon, PA,0.36953513513513514,74,3.2643,1
Harleysville, PA,0.29753960948396097,1434,3.1018,1
Canadensis, PA,0.13997037037037036,108,2.7464,1
Cooperstown, PA,0.0193,8,2.4741,1
Danville, OH,0.2780797752808989,267,3.0581,1
Ryan, OK,0.1500875,32,2.7692,1
Brush Prairie, WA,0.2309439393939394,264,2.9516,1
Channahon, IL,0.0,2,2.4305,1
Somerset, PA,0.23268601286173635,3732,2.9556,1
Gardner, KS,0.29562638888888887,864,3.0975,1
Grasston, MN,0.0,1,2.4305,1
Calumet City, IL,0.3458777777777778,99,3.211,1
Battle Lake, MN,-0.05886933333333332,75,2.2976,1
Cedar Park, TX,0.30130769230769233,156,3.1104,1
Vista, CA,n/a,0,2.4305,0
Greenville, GA,0.14909259259259258,27,2.767,1
Paris, KY,0.2471870385561936,1220,2.9883,1
Elkton, KY,0.1354,13,2.7361,1
Munhall, PA,0.1804239864864865,296,2.8376,1
Anniston, AL,0.26839789612097303,10647,3.0362,1
Hodgkins, IL,0.03002837837837837,74,2.4982,1
Rochert, MN,n/a,0,2.4305,0
Barataria, LA,0.06371666666666669,6,2.5743,1
Abbeville, SC,0.19534651162790698,48,2.8712,1
Bucksport, ME,0.18409090909090908,11,2.846,1
Cowpens, SC,0.34463239831697057,713,3.2081,1
Fontana, CA,0.3551150557620818,538,3.2318,1
Perris, CA,0.36653240740740745,216,3.2575,1
Stevens, PA,0.3701006172839506,324,3.2656,1
Stowe, PA,0.2127132596685083,362,2.9105,1
Strasburg, PA,0.3772083916083916,286,3.2817,1
Barrington, NH,0.95258,10,4.58,1
Slippery Rock, PA,0.21796680000000002,500,2.9224,1
Corry, PA,0.193765,160,2.8678,1
Hellertown, PA,0.4235814262023217,603,3.3864,1
Loves Park, IL,0.32068021462105967,2982,3.1542,1
Great Lakes, IL,0.1242592,125,2.711,1
Mabel, MN,0.0,2,2.4305,1
Zavalla, TX,n/a,0,2.4305,0
Stilwell, KS,0.35371495327102803,963,3.2286,1
Ethridge, TN,n/a,0,2.4305,0
Parowan, UT,0.020858620689655175,29,2.4777,1
Daniel Island, SC,0.31939236641221375,262,3.1512,1
Buckeye, AZ,0.303888679245283,53,3.1163,1
Moorestown, NJ,0.5173135416666667,384,3.5978,1
North Kingstown, RI,0.28703504083147735,1347,3.0781,1
Hilliards, PA,0.32536666666666664,6,3.1648,1
McMinnville, OR,0.37778529411764705,612,3.283,1
Morgan, PA,0.28126743119266057,436,3.0653,1
Villanova, PA,0.44106840659340657,728,3.4259,1
Homer City, PA,0.11375555555555555,108,2.6873,1
Edinboro, PA,0.14602137931034484,290,2.76,1
Dauphin, PA,0.11644396551724139,232,2.6932,1
Seneca, PA,0.3271449074074074,432,3.1686,1
Glen Burnie, MD,0.2700544254239119,37036,3.04,1
Santa Clara, CA,0.1410663082437276,1674,2.7489,1
Shawnee, KS,0.3110889010902816,12749,3.1325,1
Finchville, KY,0.22493823529411766,102,2.938,1
Wildwood, MO,0.29116989311163893,3368,3.0876,1
Guthrie, KY,0.24452910447761195,134,2.9822,1
New Bern, NC,-0.33572,10,1.6731,1
Syracuse, UT,0.32767458053691273,1192,3.17,1
Galivants Ferry, SC,0.2605088524590164,305,3.0183,1
Bristol, TN,0.25117657657657655,222,2.9974,1
Effingham, SC,0.2935771324863884,551,3.093,1
Bonnerdale, AR,0.31918688524590166,61,3.1508,1
Minor Hill, TN,0.04672857142857143,28,2.5359,1
Morristown, TN,0.22323293697978597,1682,2.9342,1
Fountain Hill, PA,0.5918981481481481,108,3.7661,1
Rosholt, WI,n/a,0,2.4305,0
Katy, TX,0.3937193436960276,1737,3.3189,1
Sykesville, MD,0.5057909090909091,88,3.5718,1
South Abington Township, PA,0.25889095477386936,597,3.0147,1
Harmony, PA,0.4190034734917733,1094,3.376,1
Narvon, PA,0.2984181818181818,264,3.1039,1
Central City, PA,0.0,2,2.4305,1
Fenelton, PA,0.2099672794117647,544,2.9044,1
Kane, PA,-0.04670769230769231,26,2.3252,1
Mill Hall, PA,0.15034444444444445,108,2.7697,1
East Windsor, NJ,0.3621409482758621,232,3.2476,1
Windber, PA,0.227294425087108,287,2.9434,1
Seymour, CT,0.3088638888888889,216,3.1276,1
Ottertail, MN,0.3418024390243902,41,3.2018,1
Valley Falls, KS,n/a,0,2.4305,0
Merrimac, WI,0.2645695454545455,220,3.0276,1
South Jordan, UT,0.32377255646612035,5003,3.1612,1
West Bountiful, UT,0.28163241379310344,145,3.066,1
Hartsville, SC,0.21857521367521368,234,2.9238,1
Boaz, AL,0.3314711219512195,1025,3.1786,1
Tyler, AL,0.2021625,24,2.8868,1
Wabasha, MN,0.10434528301886792,53,2.6659,1
Inglewood, CA,0.2018518,1000,2.8861,1
Belle Vernon, PA,0.22228235974551763,3458,2.9322,1
Montrose, PA,0.3434864548494983,1196,3.2056,1
Waddell, AZ,0.5300706390328153,2316,3.6267,1
Pitcairn, PA,0.34826507177033494,418,3.2165,1
Newburg, PA,0.050733333333333346,12,2.5449,1
St. Augustine, FL,0.20772708333333337,96,2.8992,1
Summerhill, PA,0.3159308823529412,136,3.1434,1
Sunbury, PA,-0.0033333333333333335,18,2.4231,1
Brodheadsville, PA,0.4440616666666667,120,3.4326,1
Hallam, PA,0.04687307692307691,104,2.5364,1
Brainerd, MN,0.2943292845257903,601,3.0946,1
Victoria, TX,0.28685273171768705,9408,3.0779,1
Garden City, ID,0.16696327329678937,1277,2.8074,1
Mound City, KS,0.2189913043478261,23,2.9247,1
Maceo, KY,0.427568115942029,69,3.3954,1
Saunderstown, RI,0.33552363076923075,1625,3.1876,1
Cupertino, CA,0.31065700374531835,1335,3.1316,1
Blountsville, AL,0.22111602209944753,181,2.9294,1
Cherokee Village, AR,0.17796542553191488,188,2.8322,1
Madison, WI,0.319147575410462,2619,3.1506,1
Beaverton, OR,0.3662940972222222,288,3.2571,1
Greenwood, NY,0.3276377609108159,3689,3.1698,1
Lehi, UT,0.2990517341882833,3431,3.1054,1
Weatherly, PA,n/a,0,2.4305,0
Dickson City, PA,0.33606576576576574,444,3.1889,1
Kentwood, MI,0.22649295774647887,284,2.9416,1
Ebensburg, PA,0.21503170731707316,82,2.9157,1
Marlborough, CT,0.07422500000000001,8,2.598,1
Houtzdale, PA,0.4404,8,3.4243,1
Edgewood, MD,0.4071404255319149,94,3.3491,1
Galva, IL,0.2099769230769231,13,2.9044,1
Arnold, MD,0.35048291250734,3406,3.2214,1
Bloomington, MN,0.22749193470955353,2083,2.9439,1
Hopkins, MN,0.28483448765256886,3523,3.0732,1
Dilworth, MN,0.18746271186440677,118,2.8536,1
Gilberts, IL,0.4029486842105263,76,3.3397,1
Lenexa, KS,0.1788061403508772,114,2.834,1
Reedley, CA,0.41460769230769234,78,3.3661,1
Asbury, IA,0.39499142857142855,70,3.3218,1
Shenandoah, TX,0.4126503267973856,153,3.3618,1
Jackson, GA,0.2943710659898477,197,3.0948,1
Williamsburg, KS,0.4876878205128205,156,3.531,1
Orange, CA,0.256220074783828,4279,3.0086,1
Pleasant Gap, PA,0.4431174129353234,201,3.4304,1
Hanford, CA,0.13209509658246657,673,2.7286,1
Rush, KY,0.0,1,2.4305,1
Goose Creek, SC,0.30426102472597505,3923,3.1172,1
Simpsonville, SC,0.28044236552472485,12902,3.0632,1
Saint Helena Island, SC,n/a,0,2.4305,0
Carrollton, AL,0.15067327586206897,116,2.7706,1
Columbia, SC,0.2973744756109157,52587,3.1016,1
Glendale, AZ,0.31465263257153636,349962,3.1406,1
Fayetteville, AR,0.2562700490810544,339846,3.0089,1
Hanover Township, PA,0.2874745387453875,542,3.0793,1
Haverhill, MA,0.3475863619717278,13653,3.2149,1
Raleigh, NC,0.2679665668819915,6347,3.0353,1
Cedarburg, WI,0.20856739130434784,92,2.9012,1
Cherry Tree, PA,n/a,0,2.4305,0
Greenfield, IN,0.2287191256830601,732,2.9466,1
Grove City, OH,0.23253333333333334,273,2.9552,1
Huntsville, UT,0.4031145287958115,764,3.3401,1
Royse City, TX,0.16782899543378996,1314,2.8092,1
Corinth, KY,0.051570000000000005,10,2.547,1
Sabetha, KS,-0.06154444444444445,9,2.2918,1
Westport, KY,0.2696133333333333,90,3.0389,1
Broomfield, CO,0.21826688741721856,302,2.9231,1
Mc Clellanville, SC,n/a,0,2.4305,0
Ashdown, AR,0.12615,6,2.7153,1
Calico Rock, AR,0.1569625,8,2.7848,1
Hickory Creek, TX,0.2424969465648855,2620,2.9777,1
Blacksburg, VA,0.3007852867105773,10325,3.1093,1
Commodore, PA,-0.47755000000000003,4,1.3529,1
Fawn Grove, PA,0.2822984771573604,394,3.0675,1
Fredericktown, PA,0.2555484812388326,1679,3.0071,1
Columbia Heights, MN,0.4054225190839695,262,3.3453,1
Worcester, NY,0.0,10,2.4305,1
Nazareth, PA,0.32905176012736603,5653,3.1731,1
Pottsville, PA,0.3253029069767442,688,3.1646,1
Glenside, PA,0.40480895061728395,648,3.3439,1
Wethersfield, CT,0.22887,40,2.947,1
Venango, PA,0.1683048888888889,450,2.8103,1
Collinsville, OK,0.10948356164383562,146,2.6776,1
Woodville, TX,0.2895789081885856,806,3.084,1
Greenville, RI,0.2818415644171779,652,3.0664,1
Hodges, SC,0.0,2,2.4305,1
Brundidge, AL,0.3987613821138212,246,3.3304,1
Eva, AL,0.03445,18,2.5084,1
Woodland, AL,0.023099999999999996,18,2.4827,1
Gurley, AL,0.20601081967213114,305,2.8954,1
Milton, VT,0.19183473684210525,95,2.8633,1
New Freedom, PA,0.270471922005571,3590,3.0409,1
Trexlertown, PA,0.30463870967741935,62,3.1179,1
Hanover, MD,0.3080272017837235,32292,3.1255,1
Elmwood Park, IL,0.06943909465020577,243,2.5871,1
Kasson, MN,0.24139977064220183,436,2.9752,1
Madelia, MN,0.0,4,2.4305,1
West Columbia, SC,0.16364657534246577,73,2.7997,1
Buford, GA,0.31559615384615386,884,3.1427,1
Dayton, KY,0.0809125,8,2.6131,1
Johnston, RI,0.2743879646017699,565,3.0497,1
Westmoreland City, PA,0.29252083333333334,96,3.0906,1
Montezuma, KS,0.0,2,2.4305,1
Marietta, SC,0.18805106382978723,94,2.855,1
Pelham, AL,0.29176106594399276,3322,3.089,1
Woodville, AL,0.3713683823529412,136,3.2686,1
Gordon, AL,n/a,0,2.4305,0
Menomonie, WI,0.16527160493827162,648,2.8035,1
Fairfield, CA,0.28049945004582955,1091,3.0635,1
Lancaster, PA,0.303555722728747,55498,3.1156,1
East Earl, PA,0.22339357142857144,280,2.9346,1
New Park, PA,0.3175450980392157,102,3.147,1
Laurel, MS,0.21447916666666667,144,2.9146,1
Valencia, PA,n/a,0,2.4305,0
Fridley, MN,0.2738147678209534,11349,3.0484,1
Hickory Hills, IL,0.2424969465648855,524,2.9777,1
Arden Hills, MN,0.45548627450980395,255,3.4583,1
Perry, GA,0.293415625,32,3.0926,1
Pacific Palisades, CA,0.21492352024922118,5136,2.9155,1
Taylorsville, KY,0.27794162414965984,2352,3.0576,1
Menifee, CA,0.40013461538461537,52,3.3333,1
Fitchburg, WI,0.3526392857142857,28,3.2262,1
Warren, OR,0.32073633387888706,1222,3.1542,1
Fremont, CA,0.2987122993732917,168659,3.1045,1
Lawrenceville, GA,0.3225080103359173,774,3.1582,1
Spring Hill, TN,0.3328303525365434,1163,3.1815,1
Dittmer, MO,0.2695466129032258,620,3.0387,1
Larimer, PA,0.291821978021978,182,3.089,1
Brogue, PA,0.1403067415730337,178,2.7471,1
Plum, PA,0.309396,200,3.1287,1
Moseley, VA,0.2231088170462895,1361,2.934,1
Canby, MN,0.0,3,2.4305,1
Schaumburg, IL,0.3937873720136519,586,3.3191,1
Lompoc, CA,0.3627842794759825,229,3.2492,1
Loris, SC,0.2502912798874824,712,2.9953,1
Johns Island, SC,0.301409948542024,1749,3.1106,1
Dover, AR,0.1787753086419753,81,2.834,1
Quinton, AL,-0.010866666666666662,27,2.406,1
Milton, TN,-0.023900000000000005,12,2.3766,1
Beaver, PA,0.34084952951240377,2338,3.1995,1
Auburn, PA,0.03415445544554455,202,2.5077,1
Sammamish, WA,0.20171470588235293,306,2.8857,1
Pickerington, OH,0.2295465703971119,277,2.9484,1
Germansville, PA,0.12561901408450704,1136,2.714,1
Yuma, AZ,0.419175,8,3.3764,1
Garnet Valley, PA,0.3987840206185567,776,3.3304,1
Highwood, IL,0.38904431818181817,264,3.3083,1
Kansas City, KS,0.24561398337112622,1323,2.9847,1
Estes Park, CO,n/a,0,2.4305,0
Troy, TX,0.2772821818181818,550,3.0563,1
Brigham City, UT,0.34348714133900105,941,3.2056,1
Mount Eden, KY,0.16481489361702129,94,2.8024,1
Bradenton, FL,0.4122972972972973,37,3.3609,1
Kissimmee, FL,0.2524606936416185,519,3.0003,1
Robinson, KS,0.2916734375,128,3.0887,1
Providence, KY,0.13935,4,2.7451,1
Voorhees, NJ,0.33215430894308945,615,3.1801,1
Laceys Spring, AL,0.222820796460177,226,2.9333,1
Chelsea, AL,0.25963211243611584,1174,3.0163,1
McDonough, GA,0.4709890862944162,788,3.4933,1
Revere, MA,0.35766961253809315,11485,3.2377,1
Erie, PA,0.29068642080493345,24648,3.0865,1
Barton, VT,0.38942379182156134,1076,3.3092,1
Pocono Summit, PA,0.6336072072072072,222,3.8602,1
Douglassville, PA,0.3270267267267267,999,3.1684,1
Breckenridge, CO,0.26684810126582276,158,3.0326,1
Hughesville, PA,0.10207592592592593,324,2.6609,1
Monaca, PA,0.26125285412262156,473,3.0202,1
Mount Carmel, PA,0.2064658163265306,392,2.8965,1
Etters, PA,0.3318915178571429,448,3.1795,1
Euless, TX,0.24193271184548398,8957,2.9764,1
Glyndon, MN,0.15426842105263158,19,2.7787,1
El Paso, IL,0.3206714487632509,1415,3.1542,1
Yale, MI,0.052000000000000005,40,2.5479,1
Farwell, MN,0.295075,8,3.0964,1
Austin, MN,0.199136,200,2.8798,1
Beaumont, CA,0.21717882352941176,340,2.9206,1
Alamo, CA,0.4081513698630137,292,3.3516,1
Elizabeth City, NC,0.5137630057803468,346,3.5899,1
Stratton, VT,0.35254358974358974,39,3.2259,1
