town,state,sentiment_score,number_of_posts,satisfaction_score,score_valid
House Springs, MO,0.21695194369973192,1492,2.9202,1
Media, PA,0.3446177999084249,8736,3.2081,1
Savannah, TN,n/a,0,2.4305,0
Germantown, MD,0.27518148148148147,108,3.0515,1
Dallas, PA,0.2010979020979021,429,2.8843,1
Latrobe, PA,0.2402622273249139,871,2.9728,1
Kempton, PA,0.0,2,2.4305,1
Lynwood, IL,0.2664640625,1344,3.0319,1
Gifford, IL,0.1188375,8,2.6986,1
Whittier, CA,0.6270202508960574,558,3.8453,1
Winchester, KY,0.29044649702045416,6209,3.0858,1
Crab Orchard, KY,0.0,1,2.4305,1
Exeter, RI,0.31969914383561643,584,3.1519,1
Patchogue, NY,0.23291011904761905,336,2.9561,1
Harpersville, AL,0.12185789473684211,57,2.7056,1
Mountain Brk, AL,0.31873322859387276,1273,3.1497,1
Ford City, PA,0.3327537870472009,1822,3.1815,1
Noxen, PA,n/a,0,2.4305,0
Waterloo, IA,0.16862718446601943,618,2.811,1
Lake Elmo, MN,0.35042900158478607,631,3.2212,1
Lutherville Timonium, MD,0.2563794520547945,73,3.0091,1
La Verkin, UT,0.5002444444444445,9,3.5592,1
Hardin, KY,0.235775,4,2.9626,1
Corinth, ME,0.2287274193548387,124,2.9466,1
Richmond, KS,0.3361041095890411,73,3.1889,1
Zion Grove, PA,0.09118163265306123,49,2.6363,1
Pequot Lakes, MN,0.17596821998320739,2382,2.8277,1
Thorndale, TX,0.26880166666666666,60,3.0371,1
Bauxite, AR,0.19445222929936307,157,2.8694,1
Black Rock, AR,0.3181111111111111,9,3.1483,1
Woodbury, MN,0.29789176587301586,5040,3.1027,1
Bellwood, PA,0.19252777777777777,72,2.8649,1
Americus, GA,0.10703571428571429,56,2.672,1
Newark, DE,0.12606003460207613,578,2.7151,1
Roseto, PA,0.17820815217391306,368,2.8326,1
Cochranville, PA,0.23855485074626864,536,2.9689,1
East Longmeadow, MA,0.3434093908153702,5335,3.2054,1
Athens, GA,0.3202105263157895,190,3.1531,1
Lakemoor, IL,0.1486701754385965,57,2.7661,1
Eagle River, AK,0.27168471393242966,53781,3.0436,1
Holdingford, MN,0.0,7,2.4305,1
Pontiac, MI,0.2007265625,64,2.8834,1
Heber City, UT,0.28338371833084947,2684,3.07,1
Sweetwater, TX,0.26172865497076025,342,3.0211,1
Ogden, KS,0.28450337078651683,89,3.0725,1
Ashland, KY,0.26641308225966304,1009,3.0317,1
Flatwoods, KY,0.14213924050632912,79,2.7512,1
Elko New Market, MN,0.30553043478260866,46,3.1199,1
Pleasant Grove, UT,0.3538700867052023,692,3.2291,1
Irmo, SC,0.2706479157427938,4510,3.0411,1
Springfield, SC,0.69376,25,3.9961,1
Hueytown, AL,0.31184595375722546,1730,3.1341,1
Robertsdale, AL,0.2738002979145978,1007,3.0484,1
Birmingham, AL,0.3122826155340704,43236,3.1352,1
Cherryvale, KS,0.3858553501945525,14392,3.3013,1
Herndon, VA,0.36292101233517654,9404,3.2494,1
Hickory, PA,0.3359676646706587,668,3.1887,1
South Park, PA,0.24378611111111112,216,2.9807,1
Childs, PA,0.11187090909090909,110,2.683,1
Hinsdale, IL,0.3494799863387978,1464,3.2192,1
Terre Haute, IN,0.0,3,2.4305,1
Wharton, TX,0.22848403141361256,2674,2.9461,1
Woodsboro, TX,n/a,0,2.4305,0
Streetman, TX,n/a,0,2.4305,0
Pembroke, KY,0.2654482142857143,112,3.0294,1
Rochester, NY,0.15227873475609757,1312,2.7742,1
Benton, LA,0.2326439182915506,1077,2.9554,1
El Cajon, CA,0.4873675,40,3.5303,1
Mammoth Lakes, CA,0.09792517985611511,1251,2.6515,1
Landrum, SC,0.25469905771495877,849,3.0053,1
Little River, SC,0.400595213076474,1713,3.3345,1
Elloree, SC,0.26252592592592594,54,3.0229,1
Trumbull, CT,0.10001578947368421,38,2.6562,1
Clarksville, TN,0.3048748135604817,58464,3.1185,1
Midland, MI,0.50265,16,3.5649,1
Coal Center, PA,0.1741,4,2.8234,1
Stockbridge, GA,0.38840531317494603,2315,3.3069,1
Riegelsville, PA,0.26085816326530614,392,3.0192,1
West Grove, PA,0.2334075652173913,2300,2.9572,1
Tunkhannock, PA,0.14093866666666668,150,2.7485,1
Breinigsville, PA,0.2458409756097561,820,2.9852,1
Conyngham, PA,0.04960740740740741,108,2.5425,1
Mc Kees Rocks, PA,0.2902482614742698,1438,3.0854,1
Manor, PA,0.3386005235602094,764,3.1946,1
Monroe Township, PA,0.06743333333333333,6,2.5826,1
Excelsior, MN,0.3135486197183099,1775,3.1379,1
Detroit Lakes, MN,0.23567738799661878,2366,2.9624,1
Kingston, IL,0.0,4,2.4305,1
Midvale, UT,0.24649807947019867,3020,2.9868,1
Jackson, TN,0.3652651746724891,916,3.2548,1
Paint Rock, AL,0.25934663677130043,223,3.0156,1
Elba, AL,0.0,8,2.4305,1
Marbury, AL,n/a,0,2.4305,0
Deepwater, MO,0.0,3,2.4305,1
Merchantville, NJ,0.18869545454545456,46992,2.8563,1
Drexel Hill, PA,0.37229000370233245,2701,3.2706,1
Providence, RI,0.30858594099240055,13429,3.1269,1
New Enterprise, PA,0.31075090361445784,1328,3.1318,1
Yucaipa, CA,0.23900337909186906,18940,2.9698,1
Grove City, PA,0.3783054644808743,1464,3.2842,1
Joy, IL,n/a,0,2.4305,0
Spokane Valley, WA,0.03694102564102565,156,2.5138,1
Frontenac, MN,0.17417727272727274,22,2.8236,1
Ivins, UT,0.19047787234042554,470,2.8604,1
Perham, MN,0.1479126582278481,79,2.7643,1
Pierz, MN,0.109725,8,2.6781,1
Red Wing, MN,0.2085426536064114,1123,2.901,1
Slingerlands, NY,-0.11583125,32,2.1693,1
Shingletown, CA,0.5489279411764706,272,3.6691,1
Dauphin Island, AL,0.060594444444444444,36,2.5673,1
Atkinson, NE,0.21765882352941177,85,2.9218,1
Casa, AR,n/a,0,2.4305,0
Greeley, PA,0.13472272727272727,44,2.7345,1
Hartville, OH,0.020544999999999997,40,2.4768,1
Montandon, PA,0.322345,40,3.1578,1
Penllyn, PA,0.36295280898876403,178,3.2496,1
Chadds Ford, PA,0.3329977192982456,1140,3.1819,1
Russell, PA,0.09525677966101695,236,2.6456,1
International Falls, MN,-0.007009999999999998,10,2.4148,1
Winston Salem, NC,0.27974787234042553,94,3.0617,1
Whitmore Lake, MI,0.34873324720068904,1161,3.2174,1
Manhattan, IL,0.23354507042253522,355,2.9574,1
Columbia, MO,0.26766485628715747,22371,3.0346,1
Shreveport, LA,0.24687848826349543,16061,2.9877,1
Nortonville, KS,-0.06882142857142858,42,2.2753,1
Boulder, CO,0.2951181475903615,1328,3.0964,1
Vassar, KS,0.17391674757281553,412,2.8229,1
Lafayette, CO,0.2509248120300752,532,2.9967,1
North Brunswick, NJ,0.12972816901408452,71,2.7232,1
Early Branch, SC,0.38039999999999996,4,3.2889,1
Bee Branch, AR,0.18798928571428572,56,2.8548,1
Letohatchee, AL,0.0,1,2.4305,1
Beaumont, TX,-0.05677142857142858,28,2.3024,1
Versailles, KY,0.29364321680333766,6952,3.093,1
Farmington, PA,0.22132666666666667,690,2.9299,1
Bolivar, PA,0.21024545454545454,44,2.9048,1
Catasauqua, PA,0.24847589134125636,1178,2.9913,1
East Bangor, PA,0.19076907216494846,194,2.8611,1
Spring Hill, KS,0.1581641827660227,3261,2.7875,1
Lafayette, IN,0.2953617496807152,1566,3.0971,1
Germantown Hills, IL,0.2720866972477064,1308,3.0445,1
Thunderbolt, GA,n/a,0,2.4305,0
Waller, TX,0.266381296887126,11597,3.0317,1
Wills Point, TX,0.21392572016460906,486,2.9132,1
Farmington, UT,0.2279084380610413,557,2.9448,1
Winfield, KS,0.20467088607594938,948,2.8924,1
Alexandria, AL,0.25051848906560636,503,2.9958,1
Long Beach, CA,0.11591959409594096,2710,2.6921,1
Rocklin, CA,0.37519375,576,3.2772,1
Harleyville, SC,0.0,8,2.4305,1
Owens Cross Roads, AL,0.33674010518114533,5134,3.1903,1
Centralia, MO,0.025357894736842104,19,2.4879,1
Portland, OR,0.26580695296523515,11247,3.0303,1
Austin, TX,0.2867561370123692,4204,3.0777,1
Rancho Palos Verdes, CA,0.25279837398373983,1476,3.001,1
Summerville, PA,0.09210740740740742,162,2.6384,1
Kent, WA,0.19556821705426355,258,2.8719,1
Clarion, PA,0.22680804597701149,174,2.9423,1
Lockport, IL,0.37281514172945823,2787,3.2717,1
Manville, RI,0.22326027397260273,73,2.9344,1
Blackstock, SC,0.3310911917098446,193,3.1776,1
Haines, AK,0.0,6,2.4305,1
Valley Head, AL,0.17023333333333335,12,2.8146,1
Springville, AL,0.34159500211774674,2361,3.2013,1
Gentry, AR,0.29309423076923075,104,3.0919,1
Crossville, AL,0.0,1,2.4305,1
Alvin, TX,0.10469333333333333,180,2.6668,1
Beaver Meadows, PA,0.3465875,32,3.2126,1
Clymer, PA,0.09230666666666668,30,2.6388,1
Penn Hills, PA,0.7397423728813559,118,4.0996,1
Beverly Hills, FL,0.39729214123006834,3512,3.327,1
Petersburg, PA,0.25261333333333336,30,3.0005,1
Star Junction, PA,0.4545666666666667,54,3.4563,1
Sicklerville, NJ,0.26123612903225807,155,3.0199,1
East Greenville, PA,0.2673678774120318,881,3.0339,1
Ashland, OH,-0.007487804878048777,132,2.4136,1
Mountain City, TN,0.24846666666666667,60,2.9913,1
Billings, MT,0.36768963878326993,2104,3.2602,1
Rice, MN,0.21238636363636365,154,2.9098,1
Prinsburg, MN,n/a,0,2.4305,0
Gloucester, VA,0.32195901038485036,1637,3.1571,1
Thompson, PA,0.2846982300884956,113,3.073,1
Monroe, TN,0.2373988785046729,1070,2.9662,1
San Antonio, TX,0.2625731800479329,53408,3.0231,1
Fort Loudon, PA,0.36665714285714285,14,3.258,1
Huntingdon, PA,0.14288934531450578,779,2.753,1
Curwensville, PA,-0.06,2,2.2952,1
Warrenton, VA,0.36828077624813405,6029,3.2616,1
Daly City, CA,0.17892891474346748,10486,2.8342,1
Parsons, KS,0.13394157458563535,10136,2.7327,1
Frankfort, MI,0.29695999999999995,5,3.1007,1
Brandon, MN,0.0,1,2.4305,1
Irving, TX,0.278805978898007,3412,3.0596,1
Utopia, TX,0.3050018867924528,106,3.1188,1
Butler, KY,0.22381875,64,2.9355,1
Andalusia, AL,0.151856640625,256,2.7733,1
Stowe, VT,0.2452,4,2.9838,1
Chatfield, MN,n/a,0,2.4305,0
Talladega, AL,0.17636367521367521,468,2.8286,1
Haddonfield, NJ,0.27352547770700636,1413,3.0477,1
North Wales, PA,0.26859148727984344,4088,3.0366,1
Clayton, WI,0.14604814814814815,108,2.76,1
Orlando, FL,0.2469668034105534,12432,2.9879,1
Elizabethville, PA,0.05299411764705882,34,2.5501,1
Rochester, PA,0.4726595015576324,642,3.4972,1
Tremont, PA,0.1987054794520548,146,2.8789,1
Dallastown, PA,0.30518106796116506,824,3.1192,1
Franklin, MA,0.2577990635781173,2029,3.0123,1
Salinas, CA,0.24017868167202572,3110,2.9725,1
Pittston, PA,0.30990060606060604,330,3.1298,1
Gridley, IL,0.1645018181818182,55,2.8017,1
West Lake Hills, TX,0.3989703448275862,290,3.3309,1
Gig Harbor, WA,0.18672500000000003,16,2.8518,1
Murray, KY,0.3259284610431423,1554,3.1659,1
South Burlington, VT,0.21096216216216215,1813,2.9067,1
Severance, CO,0.4128288209606987,6870,3.362,1
Meridianville, AL,0.20285831395348838,1720,2.8884,1
Central, SC,0.3615018398268398,924,3.2462,1
Pawleys Island, SC,0.38323531799729366,1478,3.2952,1
Elrod, AL,0.31777727272727274,22,3.1476,1
Moscow, OH,0.08464597701149425,348,2.6214,1
Dallas, GA,0.3490096033402923,479,3.218,1
Bartonsville, PA,0.33345714285714284,298,3.1831,1
Henderson, NV,0.2193620553359684,759,2.9256,1
Forty Fort, PA,0.21621666666666667,360,2.9184,1
Streetsboro, OH,0.47702831325301204,2490,3.5069,1
Gardners, PA,0.23363554376657825,754,2.9576,1
Pringle, PA,0.2728736842105263,76,3.0463,1
Romulus, MI,n/a,0,2.4305,0
Hampton, MN,0.32439973009446693,741,3.1625,1
Elk Grove Village, IL,0.29302809523809525,2100,3.0917,1
Little Rock, AR,0.5377,28,3.6438,1
Winfield, PA,n/a,0,2.4305,0
Arnold, MO,0.28005348268839103,2455,3.0626,1
Sterrett, AL,0.21531111817026682,1574,2.9164,1
Leesburg, FL,0.4721284482758621,464,3.4958,1
Heflin, AL,0.07221666666666667,36,2.5935,1
Midfield, AL,0.22271967213114754,61,2.9331,1
Fayette, AL,n/a,0,2.4305,0
Valley Grande, AL,0.0,3,2.4305,1
Temecula, CA,0.4113760869565217,276,3.3588,1
Boothwyn, PA,0.5874241379310344,116,3.756,1
Sweeny, TX,n/a,0,2.4305,0
Morgantown, WV,n/a,0,2.4305,0
Foster, RI,0.2602460317460317,189,3.0177,1
Osage, MN,0.0,1,2.4305,1
Lithonia, GA,0.41236703910614525,179,3.3611,1
Simpsonville, KY,0.30433716577540104,374,3.1172,1
Bowling Green, OH,0.27805897435897436,39,3.0581,1
Fort Rucker, AL,0.17995857142857144,70,2.8367,1
Loxley, AL,0.31478217317487267,589,3.1409,1
Luverne, AL,-0.0011111111111111111,9,2.4281,1
Cuba, MO,0.3869495867768595,121,3.3036,1
Woodburn, OR,0.36093685756240823,2724,3.2449,1
Canon City, CO,0.24370117647058825,170,2.9804,1
Exeter, PA,0.20300824742268042,388,2.8886,1
Folcroft, PA,0.5126234042553192,94,3.5872,1
Koppel, PA,-0.14909999999999998,14,2.0941,1
Walla Walla, WA,0.3702164864864865,370,3.2659,1
Wedowee, AL,0.0,3,2.4305,1
Eden Prairie, MN,0.3481297498669505,3758,3.216,1
Hawley, MN,0.1538358208955224,67,2.7776,1
Freeport, MN,0.17373650793650794,63,2.8225,1
Peoria, AZ,0.4813097048920578,15147,3.5166,1
Lewisburg, KY,0.11800000000000001,5,2.6968,1
Havre De Grace, MD,n/a,0,2.4305,0
Cloverport, KY,0.3438434782608696,23,3.2063,1
Marianna, PA,0.0,1,2.4305,1
Fox River Grove, IL,0.14175056179775283,89,2.7505,1
Park Rapids, MN,0.34527605633802816,71,3.2097,1
Crittenden, KY,0.29124545454545453,11,3.0876,1
Brunson, SC,0.645975,4,3.8882,1
Edisto Island, SC,0.1746280193236715,207,2.8245,1
Eureka Springs, AR,0.2724600539811066,741,3.0454,1
Michie, TN,0.11061794871794872,78,2.6801,1
Allensville, PA,n/a,0,2.4305,0
Casper, WY,0.2626878947368421,190,3.0233,1
Sharpsville, PA,0.18851666666666667,120,2.8559,1
Westminster, MD,0.3271449074074074,432,3.1686,1
Landisville, PA,0.37121528608027327,1171,3.2681,1
Brockton, MA,0.3036132149702411,9915,3.1156,1
Saint Thomas, PA,0.1424,64,2.7519,1
Wolverine Lake, MI,0.2893794326241135,141,3.0836,1
Mendota Heights, MN,0.35529051559516234,1571,3.2323,1
Splendora, TX,0.32464673721340387,1701,3.163,1
Winfield, TX,0.20467088607594938,948,2.8924,1
Jacksonville, NC,0.27519809523809524,210,3.0515,1
Hillsboro, TX,0.23507032967032968,91,2.961,1
Altoona, AL,0.2792035360678925,1414,3.0605,1
Athens, AL,0.31565924216662616,8234,3.1429,1
Millbury, OH,0.45904248927038627,233,3.4662,1
Walstonburg, NC,n/a,0,2.4305,0
Great Falls, SC,0.37307368421052634,76,3.2724,1
Bald Knob, AR,0.3761515052888527,2458,3.2794,1
Indiana, PA,0.21767421875,3584,2.9218,1
Littlestown, PA,0.3578653225806452,1240,3.2381,1
Wellsville, PA,-0.15940000000000001,12,2.0709,1
Aliso Viejo, CA,0.25539350691096113,3111,3.0068,1
Salisbury, PA,0.331090573012939,1082,3.1776,1
Walled Lake, MI,0.2844027914614122,609,3.0723,1
Montgomery, MN,0.021882089552238807,67,2.48,1
Pleasant Hill, CA,0.37106239316239314,117,3.2679,1
Meyersdale, PA,0.32882264150943397,371,3.1725,1
New Orleans, LA,0.23345808525971506,36078,2.9574,1
Asheboro, NC,0.13922857142857142,7,2.7446,1
Mustang, OK,0.05103243243243244,37,2.5456,1
Lena, WI,n/a,0,2.4305,0
Fredericksburg, VA,0.2895050184602762,21939,3.0838,1
Grant, AL,0.2922535483870968,1085,3.0901,1
Herbster, WI,0.3058444444444444,144,3.1206,1
Pickens, SC,0.3125798184730379,1873,3.1359,1
Springdale, AR,0.3280171135646688,19020,3.1707,1
Columbia, PA,0.33403838383838386,1188,3.1842,1
Mount Horeb, WI,0.37433,100,3.2751,1
Hanover, PA,0.3079779122018666,2893,3.1255,1
Lynbrook, NY,0.19412857142857143,2660,2.8685,1
Warfordsburg, PA,0.32094850894632204,1006,3.1546,1
Cresson, PA,0.09437391304347827,46,2.6436,1
Glastonbury, CT,0.40713659147869674,3990,3.3491,1
Fayetteville, PA,0.2793409836065574,976,3.0608,1
McKeesport, PA,0.2921824858757062,1947,3.0899,1
Davis, CA,0.3066886614173228,635,3.1226,1
Carbondale, PA,0.11187090909090909,110,2.683,1
Hallstead, PA,-0.07358333333333333,12,2.2645,1
Leeper, PA,0.2242544891640867,646,2.9367,1
Jerseyville, IL,0.05893146853146853,143,2.5635,1
Chaska, MN,0.3535346856999749,3993,3.2282,1
Lino Lakes, MN,0.3399008151008151,2331,3.1975,1
Elsah, IL,0.36612941176470587,17,3.2566,1
Blanding, UT,n/a,0,2.4305,0
Galloway, OH,n/a,0,2.4305,0
Osage City, KS,0.2429754716981132,53,2.9789,1
Harlingen, TX,0.2893956834532374,278,3.0836,1
Adger, AL,0.27237614906832297,805,3.0452,1
Youngsville, NC,0.2420411111111111,90,2.9766,1
Greenwood, SC,0.300093408203125,6144,3.1077,1
Hilton Head, SC,0.33401315789473685,608,3.1842,1
Pleasant Hill, MO,0.23253631522896698,2817,2.9552,1
New Brockton, AL,0.16807692307692307,78,2.8099,1
Holt, MO,0.20514309392265195,181,2.8933,1
Albrightsville, PA,0.1725896103896104,308,2.82,1
Panama City, FL,0.3248392951251647,42504,3.1634,1
Birdsboro, PA,0.23386116352201258,1272,2.9583,1
Huntingdon Valley, PA,0.19746594885598923,1486,2.8762,1
Monument, CO,0.2819401129943503,531,3.0666,1
Port Clinton, PA,0.5520947368421053,38,3.6763,1
Hixson, TN,0.5408942857142858,210,3.651,1
Mentor On The Lake, OH,0.0,6,2.4305,1
Secane, PA,0.22015806451612904,186,2.9274,1
Muir, PA,0.2361,22,2.9633,1
Erie, IL,-0.002,5,2.426,1
Apex, NC,0.336044885177453,479,3.1887,1
Portland, TN,0.2762470588235294,68,3.0538,1
Shiner, TX,n/a,0,2.4305,0
Stanton, NE,0.01959696969696968,198,2.4748,1
Weslaco, TX,0.38821410256410255,2886,3.3065,1
Shallowater, TX,0.13356190476190474,126,2.732,1
Goshen, IN,0.3234605263157895,38,3.1605,1
Mayetta, KS,0.1981190476190476,21,2.8775,1
Salt Lake City, UT,0.30314484965078836,23913,3.1145,1
Harwich, MA,0.2912148730350665,827,3.0876,1
Miami, OK,0.4827556390977444,665,3.5199,1
Hooper, UT,0.25448082706766917,266,3.0048,1
Orange Beach, AL,0.2573205047318612,634,3.0111,1
Cape Fair, MO,0.527825,4,3.6215,1
Millsboro, DE,0.44178740091781393,38352,3.4274,1
Fairborn, OH,0.17918307692307692,130,2.8349,1
Mountain Top, PA,0.20801035254616676,1787,2.8999,1
Nanty Glo, PA,-0.06163636363636364,44,2.2916,1
Boise, ID,0.30054066840277777,4608,3.1086,1
Shrewsbury, PA,0.340243347639485,932,3.1982,1
Spring Mills, PA,0.25862857142857143,14,3.0141,1
Dauberville, PA,0.030546666666666666,30,2.4994,1
New Albany, MS,0.10964,10,2.6779,1
New Salem, PA,0.23605535714285716,224,2.9633,1
Waymart, PA,0.2332638655462185,238,2.957,1
Plymouth, MN,0.2201884009942005,1207,2.9274,1
Newport News, VA,0.29130881645417367,24943,3.0878,1
West Bloomfield, MI,0.3650672521039151,2733,3.2544,1
Libertyville, IL,0.319138954012624,6654,3.1506,1
Wichita, KS,0.27432041853128897,54526,3.0495,1
Westminster, CO,0.3581111904761905,420,3.2386,1
Whitesboro, TX,0.2771172413793104,58,3.0558,1
Nicholasville, KY,0.26150545580110496,4344,3.0206,1
Rogersville, AL,0.24368064085447264,749,2.9804,1
Dupont, PA,0.25004423076923077,52,2.9947,1
Belvidere, IL,0.3325485714285714,35,3.1808,1
Archdale, NC,0.29928,105,3.1059,1
Branchville, SC,0.398225,4,3.3291,1
Milton, FL,0.5252028571428572,35,3.6156,1
Hinesville, GA,0.26413,30,3.0265,1
Bordentown, NJ,0.19294999999999998,12,2.8658,1
Midland City, AL,0.4024633714880333,962,3.3388,1
Dolomite, AL,0.3736058823529412,17,3.2735,1
Slocomb, AL,0.16236851851851852,108,2.797,1
Prichard, AL,0.20546478873239438,284,2.8942,1
Woodstock, AL,0.18265481481481483,135,2.8428,1
Hamilton, AL,0.3964616352201258,955,3.3252,1
Highspire, PA,0.356562,400,3.2352,1
Hyndman, PA,0.0,4,2.4305,1
Roaring Spring, PA,0.0,10,2.4305,1
Monroe Township, NJ,0.3388423076923077,260,3.195,1
Becker, MN,0.3078185231539424,799,3.1251,1
Waxhaw, NC,0.31754017094017095,234,3.147,1
Sherman Oaks, CA,0.1527208333333333,24,2.7751,1
La Grange Highlands, IL,0.30406855543113104,4465,3.1167,1
Mission Hills, KS,0.3585719696969697,660,3.2397,1
Anchor Point, AK,0.0,3,2.4305,1
Baileyton, AL,0.0,14,2.4305,1
Glouster, OH,n/a,0,2.4305,0
Horton, AL,n/a,0,2.4305,0
Warrenton, OR,0.2536685831622177,1948,3.003,1
Westland, MI,0.256732687585266,3665,3.0098,1
Denver, CO,0.31827790803005274,18767,3.1488,1
Midlothian, VA,0.27705147765882426,15599,3.0558,1
Emerald Isle, NC,0.29763765903307887,1572,3.1021,1
Mont Alto, PA,0.1516343023255814,344,2.7726,1
St. Charles, MO,0.23287231707317074,824,2.9561,1
Hyattsville, MD,0.210655,320,2.906,1
New Philadelphia, PA,0.23995555555555556,36,2.9721,1
Sewickley, PA,0.2780594680428742,5038,3.0581,1
White Haven, PA,0.31566533864541835,1508,3.1429,1
Cohasset, MN,0.3511285714285714,7,3.2228,1
Jacksonville, TX,0.36721789473684213,570,3.2591,1
Tupelo, MS,0.08488780487804878,41,2.6221,1
Fisherville, KY,0.3433960247349823,1132,3.2054,1
Brighton, MA,0.29669685767097964,2164,3.1,1
Foster, KY,0.2060142857142857,7,2.8954,1
East Greenwich, RI,0.31153268933539413,5177,3.1334,1
Attalla, AL,0.29765715846994534,8237,3.1023,1
Lynnwood, WA,-0.08181153846153845,26,2.246,1
Riverton, UT,0.25964017358958463,1613,3.0163,1
Afton, VA,0.3215962343096234,478,3.1562,1
Westover, PA,0.21496363636363636,209,2.9157,1
West Warwick, RI,0.3397490377213241,1299,3.1971,1
Pelzer, SC,0.3013217636022514,533,3.1104,1
Wilsonville, AL,0.2601505197505197,481,3.0177,1
Marion, AL,-0.09502857142857142,21,2.2162,1
Wolcott, IN,-0.014,5,2.399,1
Dalton, GA,0.3728377358490566,106,3.2717,1
Blakely, PA,0.2834561224489796,392,3.0702,1
Smithsburg, MD,0.2928383333333333,240,3.0912,1
Hermitage, PA,0.22960683908045976,1740,2.9486,1
Ridley Park, PA,0.3004737373737374,594,3.1086,1
Hopewell, PA,0.3310911917098446,386,3.1776,1
Wayne, MI,0.22995314207650272,732,2.9495,1
Ozark, MO,0.30485904219691895,5973,3.1185,1
Whitehouse, TX,0.30041325543180575,5477,3.1084,1
Trinidad, TX,n/a,0,2.4305,0
Andrews, SC,0.05998055555555556,36,2.5659,1
Deerfield Beach, FL,0.31075090361445784,664,3.1318,1
Calera, AL,0.2790898535780573,4849,3.0603,1
Helena, AL,0.32839443131074336,3808,3.1716,1
White City, OR,0.28658199356913183,622,3.0772,1
Abington, PA,0.24195121951219511,1148,2.9766,1
Beallsville, PA,0.169875,16,2.8139,1
Ellsworth, PA,0.0,8,2.4305,1
Port Matilda, PA,0.23449894242068156,851,2.9597,1
Newfoundland, PA,0.15826307692307692,260,2.7877,1
Saginaw, MI,0.2733,130,3.0472,1
Harveys Lake, PA,0.1545527777777778,144,2.7794,1
West Newton, PA,0.22013225806451614,124,2.9272,1
Darlington, PA,0.37925857400722024,1108,3.2864,1
Kankakee, IL,0.2393679355783309,683,2.9707,1
Newberg, OR,0.2802304347826087,161,3.0628,1
