town,state,sentiment_score,number_of_posts,satisfaction_score,pie_sector_label
Gaylord, MN,0.0,3,2.6,blank
Forest Park, IL,0.12176453900709219,423,2.7,fill
Forest Park, IL,0.12176453900709219,423,2.3,blank
Bedford, KY,0.5022578947368421,19,3.6,fill
Bedford, KY,0.5022578947368421,19,1.4,blank
Perryville, KY,0.31845,2,3.1,fill
Perryville, KY,0.31845,2,1.9,blank
Maple Hill, KS,0.09883750000000001,8,2.7,fill
Maple Hill, KS,0.09883750000000001,8,2.3,blank
Central Falls, RI,0.15822467256637168,2825,2.8,fill
Central Falls, RI,0.15822467256637168,2825,2.2,blank
Wausau, WI,0.21476326530612244,98,2.9,fill
Wausau, WI,0.21476326530612244,98,2.1,blank
Honea Path, SC,0.2296125944584383,397,2.9,fill
Honea Path, SC,0.2296125944584383,397,2.1,blank
Carver, MA,0.38945232974910393,558,3.3,fill
Carver, MA,0.38945232974910393,558,1.7000000000000002,blank
Middleburg, FL,0.2999351851851852,432,3.1,fill
Middleburg, FL,0.2999351851851852,432,1.9,blank
Beaver Springs, PA,0.33872857142857143,14,3.2,fill
Beaver Springs, PA,0.33872857142857143,14,1.7999999999999998,blank
Mc Lean, VA,0.48399615384615385,4030,3.5,fill
Mc Lean, VA,0.48399615384615385,4030,1.5,blank
Montgomery, TX,0.15697253886010362,193,2.8,fill
Montgomery, TX,0.15697253886010362,193,2.2,blank
Towanda, PA,0.24766091370558377,394,3.0,fill
Towanda, PA,0.24766091370558377,394,2.0,blank
Westtown, NY,0.30329881422924904,506,3.1,fill
Westtown, NY,0.30329881422924904,506,1.9,blank
Bulger, PA,0.38566486486486484,222,3.3,fill
Bulger, PA,0.38566486486486484,222,1.7000000000000002,blank
Lodi, CA,0.1672191489361702,94,2.8,fill
Lodi, CA,0.1672191489361702,94,2.2,blank
New Milford, PA,0.3071933333333333,15,3.1,fill
New Milford, PA,0.3071933333333333,15,1.9,blank
Culver, IN,0.0,2,2.4,fill
Culver, IN,0.0,2,2.6,blank
Highland, IL,0.23018562801932368,828,2.9,fill
Highland, IL,0.23018562801932368,828,2.1,blank
Huntington Woods, MI,0.3194968944099379,322,3.2,fill
Huntington Woods, MI,0.3194968944099379,322,1.7999999999999998,blank
Seneca, SC,0.325715518148343,3802,3.2,fill
Seneca, SC,0.325715518148343,3802,1.7999999999999998,blank
Gracey, KY,0.00863333333333333,3,2.5,fill
Gracey, KY,0.00863333333333333,3,2.5,blank
Rose Hill, KS,0.29786430995475116,1768,3.1,fill
Rose Hill, KS,0.29786430995475116,1768,1.9,blank
Kingston, RI,0.3958625,8,3.3,fill
Kingston, RI,0.3958625,8,1.7000000000000002,blank
Saint George, UT,0.31360939183987685,1299,3.1,fill
Saint George, UT,0.31360939183987685,1299,1.9,blank
Lowndesboro, AL,0.0,2,2.4,fill
Lowndesboro, AL,0.0,2,2.6,blank
Coker, AL,0.15208,145,2.8,fill
Coker, AL,0.15208,145,2.2,blank
Eight Mile, AL,0.24767040998217468,1683,3.0,fill
Eight Mile, AL,0.24767040998217468,1683,2.0,blank
Hoover, AL,0.2701496963705691,7081,3.0,fill
Hoover, AL,0.2701496963705691,7081,2.0,blank
Jersey Shore, PA,0.21069732142857142,224,2.9,fill
Jersey Shore, PA,0.21069732142857142,224,2.1,blank
Girard, PA,0.30033969404186794,2484,3.1,fill
Girard, PA,0.30033969404186794,2484,1.9,blank
West Mifflin, PA,0.20147699784017278,1852,2.9,fill
West Mifflin, PA,0.20147699784017278,1852,2.1,blank
Braddock, PA,0.2186545205479452,730,2.9,fill
Braddock, PA,0.2186545205479452,730,2.1,blank
Cogan Station, PA,0.3723317535545024,844,3.3,fill
Cogan Station, PA,0.3723317535545024,844,1.7000000000000002,blank
Kennett Square, PA,0.29415264203416763,2517,3.1,fill
Kennett Square, PA,0.29415264203416763,2517,1.9,blank
Van Buren Township, MI,-0.06471212121212125,33,2.3,fill
Van Buren Township, MI,-0.06471212121212125,33,2.7,blank
Houston, MN,0.0,6,2.4,fill
Houston, MN,0.0,6,2.6,blank
Aberdeen, NC,0.17923076923076925,13,2.8,fill
Aberdeen, NC,0.17923076923076925,13,2.2,blank
Sunnyvale, TX,0.2559098790322581,992,3.0,fill
Sunnyvale, TX,0.2559098790322581,992,2.0,blank
San Jacinto, CA,0.02159130434782608,46,2.5,fill
San Jacinto, CA,0.02159130434782608,46,2.5,blank
Warriors Mark, PA,0.2986778649921507,1274,3.1,fill
Warriors Mark, PA,0.2986778649921507,1274,1.9,blank
Klamath Falls, OR,0.15625847953216374,342,2.8,fill
Klamath Falls, OR,0.15625847953216374,342,2.2,blank
Little Canada, MN,0.4093227642276423,123,3.4,fill
Little Canada, MN,0.4093227642276423,123,1.6,blank
Mayer, MN,0.33168214285714287,140,3.2,fill
Mayer, MN,0.33168214285714287,140,1.7999999999999998,blank
Overland Park, KS,0.3093201863634993,33169,3.1,fill
Overland Park, KS,0.3093201863634993,33169,1.9,blank
Del Valle, TX,0.08882113821138211,123,2.6,fill
Del Valle, TX,0.08882113821138211,123,2.4,blank
Hyannis, MA,0.09643837535014006,1071,2.6,fill
Hyannis, MA,0.09643837535014006,1071,2.4,blank
York Springs, PA,0.1889763358778626,131,2.9,fill
York Springs, PA,0.1889763358778626,131,2.1,blank
Snohomish, WA,0.44276712328767126,73,3.4,fill
Snohomish, WA,0.44276712328767126,73,1.6,blank
Shoal Creek, AL,0.4874974193548387,155,3.5,fill
Shoal Creek, AL,0.4874974193548387,155,1.5,blank
Wilmer, AL,0.2219714219330855,2152,2.9,fill
Wilmer, AL,0.2219714219330855,2152,2.1,blank
Courtland, AL,0.295074,250,3.1,fill
Courtland, AL,0.295074,250,1.9,blank
Thomasville, AL,0.24115441176470587,68,3.0,fill
Thomasville, AL,0.24115441176470587,68,2.0,blank
Castro Valley, CA,0.36901676265303784,26221,3.3,fill
Castro Valley, CA,0.36901676265303784,26221,1.7000000000000002,blank
Plymouth, WA,0.060780434782608694,92,2.6,fill
Plymouth, WA,0.060780434782608694,92,2.4,blank
Portage, PA,0.31318892548373817,4858,3.1,fill
Portage, PA,0.31318892548373817,4858,1.9,blank
Rimersburg, PA,0.0,2,2.4,fill
Rimersburg, PA,0.0,2,2.6,blank
Nescopeck, PA,0.17883125,160,2.8,fill
Nescopeck, PA,0.17883125,160,2.2,blank
Aumsville, OR,0.2430642857142857,56,3.0,fill
Aumsville, OR,0.2430642857142857,56,2.0,blank
Newark, OH,0.17463103448275863,58,2.8,fill
Newark, OH,0.17463103448275863,58,2.2,blank
Shamokin Dam, PA,0.47249714285714284,210,3.5,fill
Shamokin Dam, PA,0.47249714285714284,210,1.5,blank
Woodland, MI,0.26516666666666666,3,3.0,fill
Woodland, MI,0.26516666666666666,3,2.0,blank
Cass Lake, MN,0.2967,3,3.1,fill
Cass Lake, MN,0.2967,3,1.9,blank
Duluth, MN,0.28828016735356565,8007,3.1,fill
Duluth, MN,0.28828016735356565,8007,1.9,blank
Freeburg, IL,0.36631286549707603,171,3.3,fill
Freeburg, IL,0.36631286549707603,171,1.7000000000000002,blank
Charlestown, MA,0.15420459183673468,784,2.8,fill
Charlestown, MA,0.15420459183673468,784,2.2,blank
Marshall, MN,0.047309027777777776,144,2.5,fill
Marshall, MN,0.047309027777777776,144,2.5,blank
Pawtucket, RI,0.28656468453940737,4961,3.1,fill
Pawtucket, RI,0.28656468453940737,4961,1.9,blank
Centerville, UT,0.2528931500241196,4146,3.0,fill
Centerville, UT,0.2528931500241196,4146,2.0,blank
Fort Thomas, KY,0.27459928315412185,279,3.1,fill
Fort Thomas, KY,0.27459928315412185,279,1.9,blank
Andrews, TX,0.2336109243697479,238,3.0,fill
Andrews, TX,0.2336109243697479,238,2.0,blank
Turners Station, KY,0.7557400000000001,5,4.1,fill
Turners Station, KY,0.7557400000000001,5,0.9000000000000004,blank
Rome, GA,0.30334835680751177,2130,3.1,fill
Rome, GA,0.30334835680751177,2130,1.9,blank
Theodore, AL,0.2855585657370518,3766,3.1,fill
Theodore, AL,0.2855585657370518,3766,1.9,blank
Lexington, AL,0.13407714285714287,35,2.7,fill
Lexington, AL,0.13407714285714287,35,2.3,blank
Pittsburgh, PA,0.29451546218487396,116636,3.1,fill
Pittsburgh, PA,0.29451546218487396,116636,1.9,blank
Alexandria, VA,0.2981121227747084,40725,3.1,fill
Alexandria, VA,0.2981121227747084,40725,1.9,blank
Resaca, GA,0.1564702380952381,672,2.8,fill
Resaca, GA,0.1564702380952381,672,2.2,blank
Richland, PA,0.27763059125964007,1556,3.1,fill
Richland, PA,0.27763059125964007,1556,1.9,blank
Hastings, PA,0.24123666666666665,120,3.0,fill
Hastings, PA,0.24123666666666665,120,2.0,blank
Industry, PA,0.2068909090909091,220,2.9,fill
Industry, PA,0.2068909090909091,220,2.1,blank
Nanticoke, PA,0.2858312039312039,407,3.1,fill
Nanticoke, PA,0.2858312039312039,407,1.9,blank
Marienville, PA,0.4404,2,3.4,fill
Marienville, PA,0.4404,2,1.6,blank
Sappington, MO,0.1734,26,2.8,fill
Sappington, MO,0.1734,26,2.2,blank
Carrollton, KY,0.18121578947368422,152,2.8,fill
Carrollton, KY,0.18121578947368422,152,2.2,blank
Robbinsdale, MN,0.306054181184669,574,3.1,fill
Robbinsdale, MN,0.306054181184669,574,1.9,blank
Pennock, MN,0.0,2,2.4,fill
Pennock, MN,0.0,2,2.6,blank
Placentia, CA,0.3133053827751196,836,3.1,fill
Placentia, CA,0.3133053827751196,836,1.9,blank
La Pine, OR,0.248177731092437,476,3.0,fill
La Pine, OR,0.248177731092437,476,2.0,blank
Gilbert, SC,0.22653757115749526,527,2.9,fill
Gilbert, SC,0.22653757115749526,527,2.1,blank
Kodiak, AK,0.123704,25,2.7,fill
Kodiak, AK,0.123704,25,2.3,blank
Carthage, MO,0.31965388499298736,3566,3.2,fill
Carthage, MO,0.31965388499298736,3566,1.7999999999999998,blank
Memphis, TN,0.18460918110861224,7559,2.8,fill
Memphis, TN,0.18460918110861224,7559,2.2,blank
Boswell, PA,0.00986206896551724,58,2.5,fill
Boswell, PA,0.00986206896551724,58,2.5,blank
Center Valley, PA,0.2640213515456506,1391,3.0,fill
Center Valley, PA,0.2640213515456506,1391,2.0,blank
Lakeville, PA,0.5593861111111111,72,3.7,fill
Lakeville, PA,0.5593861111111111,72,1.2999999999999998,blank
Kimball, MN,-0.09504999999999998,10,2.2,fill
Kimball, MN,-0.09504999999999998,10,2.8,blank
Lewiston, MN,0.23162222222222223,9,3.0,fill
Lewiston, MN,0.23162222222222223,9,2.0,blank
Southlake, TX,0.27751974815724817,6514,3.1,fill
Southlake, TX,0.27751974815724817,6514,1.9,blank
Snyder, TX,0.20634528301886793,1060,2.9,fill
Snyder, TX,0.20634528301886793,1060,2.1,blank
Melbourne, KY,0.14606000000000002,60,2.8,fill
Melbourne, KY,0.14606000000000002,60,2.2,blank
Lewes, DE,0.38968461538461535,143,3.3,fill
Lewes, DE,0.38968461538461535,143,1.7000000000000002,blank
Long Valley, NJ,0.286818345323741,556,3.1,fill
Long Valley, NJ,0.286818345323741,556,1.9,blank
Minneiska, MN,0.24841428571428573,21,3.0,fill
Minneiska, MN,0.24841428571428573,21,2.0,blank
Verona, KY,0.5070846758349705,509,3.6,fill
Verona, KY,0.5070846758349705,509,1.4,blank
Springville, UT,0.37753265993265994,891,3.3,fill
Springville, UT,0.37753265993265994,891,1.7000000000000002,blank
Williamstown, NJ,0.14685928143712576,167,2.8,fill
Williamstown, NJ,0.14685928143712576,167,2.2,blank
Cambridge, MA,0.3482832948603194,21227,3.2,fill
Cambridge, MA,0.3482832948603194,21227,1.7999999999999998,blank
Hudson, OH,0.5897193928128872,1614,3.8,fill
Hudson, OH,0.5897193928128872,1614,1.2000000000000002,blank
Avondale, PA,0.35266063829787236,752,3.2,fill
Avondale, PA,0.35266063829787236,752,1.7999999999999998,blank
Schuylkill Haven, PA,0.2389566188197767,1254,3.0,fill
Schuylkill Haven, PA,0.2389566188197767,1254,2.0,blank
Shillington, PA,0.2540671875,384,3.0,fill
Shillington, PA,0.2540671875,384,2.0,blank
State College, PA,0.2985158909049927,8873,3.1,fill
State College, PA,0.2985158909049927,8873,1.9,blank
Green Lane, PA,0.37671176470588236,170,3.3,fill
Green Lane, PA,0.37671176470588236,170,1.7000000000000002,blank
Hannibal, MO,0.3200111409395973,5222,3.2,fill
Hannibal, MO,0.3200111409395973,5222,1.7999999999999998,blank
Dushore, PA,0.0,12,2.4,fill
Dushore, PA,0.0,12,2.6,blank
Weston, CT,0.7408965517241379,58,4.1,fill
Weston, CT,0.7408965517241379,58,0.9000000000000004,blank
Denton, TX,0.3203195107398568,3352,3.2,fill
Denton, TX,0.3203195107398568,3352,1.7999999999999998,blank
Southington, CT,0.08766,10,2.6,fill
Southington, CT,0.08766,10,2.4,blank
Fulda, MN,0.0,3,2.4,fill
Fulda, MN,0.0,3,2.6,blank
Hillsdale, IL,0.26816666666666666,264,3.0,fill
Hillsdale, IL,0.26816666666666666,264,2.0,blank
Vidor, TX,0.2281893442622951,488,2.9,fill
Vidor, TX,0.2281893442622951,488,2.1,blank
Whitewright, TX,0.3106649425287356,348,3.1,fill
Whitewright, TX,0.3106649425287356,348,1.9,blank
Bowling Green, KY,0.25756341463414634,4920,3.0,fill
Bowling Green, KY,0.25756341463414634,4920,2.0,blank
Richmond, KY,0.2717167824692678,5613,3.0,fill
Richmond, KY,0.2717167824692678,5613,2.0,blank
Abbeville, AL,-0.015,4,2.4,fill
Abbeville, AL,-0.015,4,2.6,blank
Adamsville, AL,0.32919022556390976,2261,3.2,fill
Adamsville, AL,0.32919022556390976,2261,1.7999999999999998,blank
Ashford, AL,0.205421768707483,147,2.9,fill
Ashford, AL,0.205421768707483,147,2.1,blank
Angie, LA,-0.11322666666666666,15,2.2,fill
Angie, LA,-0.11322666666666666,15,2.8,blank
Wolfe City, TX,0.10329696969696968,33,2.7,fill
Wolfe City, TX,0.10329696969696968,33,2.3,blank
Flowery Branch, GA,0.5137205673758866,141,3.6,fill
Flowery Branch, GA,0.5137205673758866,141,1.4,blank
Carolina, RI,0.30462051282051283,39,3.1,fill
Carolina, RI,0.30462051282051283,39,1.9,blank
O Fallon, MO,0.255723836759932,6469,3.0,fill
O Fallon, MO,0.255723836759932,6469,2.0,blank
Export, PA,0.23866234939759037,664,3.0,fill
Export, PA,0.23866234939759037,664,2.0,blank
Jefferson Township, PA,0.19992531380753137,956,2.9,fill
Jefferson Township, PA,0.19992531380753137,956,2.1,blank
Shenandoah, PA,0.0,22,2.4,fill
Shenandoah, PA,0.0,22,2.6,blank
Lutz, FL,0.31971823770491803,488,3.2,fill
Lutz, FL,0.31971823770491803,488,1.7999999999999998,blank
St. Stephen, SC,0.0839948717948718,78,2.6,fill
St. Stephen, SC,0.0839948717948718,78,2.4,blank
Duncannon, PA,0.11352629870129871,308,2.7,fill
Duncannon, PA,0.11352629870129871,308,2.3,blank
West Middlesex, PA,0.3910418604651163,258,3.3,fill
West Middlesex, PA,0.3910418604651163,258,1.7000000000000002,blank
Statesboro, GA,0.2813190265486726,452,3.1,fill
Statesboro, GA,0.2813190265486726,452,1.9,blank
Clarendon, PA,0.2134,498,2.9,fill
Clarendon, PA,0.2134,498,2.1,blank
Pleasantville, PA,0.25189338842975206,242,3.0,fill
Pleasantville, PA,0.25189338842975206,242,2.0,blank
Dakota, MN,0.3411470588235294,17,3.2,fill
Dakota, MN,0.3411470588235294,17,1.7999999999999998,blank
Lake Park, MN,0.21754899135446687,347,2.9,fill
Lake Park, MN,0.21754899135446687,347,2.1,blank
Wales, MI,0.30346304347826086,92,3.1,fill
Wales, MI,0.30346304347826086,92,1.9,blank
Leawood, KS,0.5862841860465117,430,3.8,fill
Leawood, KS,0.5862841860465117,430,1.2000000000000002,blank
Overbrook, KS,0.206734375,160,2.9,fill
Overbrook, KS,0.206734375,160,2.1,blank
Wyomissing, PA,0.3122972854640981,1142,3.1,fill
Wyomissing, PA,0.3122972854640981,1142,1.9,blank
Soldotna, AK,0.30958426573426573,286,3.1,fill
Soldotna, AK,0.30958426573426573,286,1.9,blank
Ipswich, MA,0.3717752910737387,773,3.3,fill
Ipswich, MA,0.3717752910737387,773,1.7000000000000002,blank
Rochester, MN,0.30618900604193816,8441,3.1,fill
Rochester, MN,0.30618900604193816,8441,1.9,blank
Cave City, KY,0.1801611111111111,18,2.8,fill
Cave City, KY,0.1801611111111111,18,2.2,blank
Molalla, OR,0.21002857142857143,28,2.9,fill
Molalla, OR,0.21002857142857143,28,2.1,blank
Belleville, MI,0.2905071942446043,139,3.1,fill
Belleville, MI,0.2905071942446043,139,1.9,blank
Fort Payne, AL,0.28857579737335837,533,3.1,fill
Fort Payne, AL,0.28857579737335837,533,1.9,blank
Camdenton, MO,0.19455590703679793,1549,2.9,fill
Camdenton, MO,0.19455590703679793,1549,2.1,blank
Addison, PA,0.020169230769230773,26,2.5,fill
Addison, PA,0.020169230769230773,26,2.5,blank
Munford, TN,0.2903836120401338,598,3.1,fill
Munford, TN,0.2903836120401338,598,1.9,blank
Bedford, PA,0.259284375,384,3.0,fill
Bedford, PA,0.259284375,384,2.0,blank
Baltimore, MD,0.19646053067993366,8442,2.9,fill
Baltimore, MD,0.19646053067993366,8442,2.1,blank
Moore, OK,0.31723690115761355,11254,3.1,fill
Moore, OK,0.31723690115761355,11254,1.9,blank
Coplay, PA,0.1561262295081967,366,2.8,fill
Coplay, PA,0.1561262295081967,366,2.2,blank
Washington Boro, PA,0.2993166666666667,12,3.1,fill
Washington Boro, PA,0.2993166666666667,12,1.9,blank
Evans City, PA,0.22591438746438747,1404,2.9,fill
Evans City, PA,0.22591438746438747,1404,2.1,blank
Marcus Hook, PA,0.12765731707317074,328,2.7,fill
Marcus Hook, PA,0.12765731707317074,328,2.3,blank
Wurtsboro, NY,0.30000657894736843,76,3.1,fill
Wurtsboro, NY,0.30000657894736843,76,1.9,blank
Dayton, MN,0.2325068376068376,234,3.0,fill
Dayton, MN,0.2325068376068376,234,2.0,blank
Farmingdale, NY,0.08683461538461539,104,2.6,fill
Farmingdale, NY,0.08683461538461539,104,2.4,blank
Webster, MA,0.18295809523809525,315,2.8,fill
Webster, MA,0.18295809523809525,315,2.2,blank
Neodesha, KS,0.31882307692307693,39,3.1,fill
Neodesha, KS,0.31882307692307693,39,1.9,blank
Saint Marys, KS,0.185394,450,2.8,fill
Saint Marys, KS,0.185394,450,2.2,blank
Ashaway, RI,0.3167729941291585,511,3.1,fill
Ashaway, RI,0.3167729941291585,511,1.9,blank
South Bend, IN,0.1807970930232558,172,2.8,fill
South Bend, IN,0.1807970930232558,172,2.2,blank
Jackson, SC,0.22493623188405798,276,2.9,fill
Jackson, SC,0.22493623188405798,276,2.1,blank
Patterson, CA,0.26396938775510204,49,3.0,fill
Patterson, CA,0.26396938775510204,49,2.0,blank
Berryville, AR,0.1514,31,2.8,fill
Berryville, AR,0.1514,31,2.2,blank
Falkville, AL,0.13240666666666667,30,2.7,fill
Falkville, AL,0.13240666666666667,30,2.3,blank
Five Points, AL,0.43797,20,3.4,fill
Five Points, AL,0.43797,20,1.6,blank
Pittsview, AL,0.08382888888888888,45,2.6,fill
Pittsview, AL,0.08382888888888888,45,2.4,blank
Waterloo, AL,-0.009833333333333333,21,2.4,fill
Waterloo, AL,-0.009833333333333333,21,2.6,blank
Black Lick, PA,0.20235714285714287,14,2.9,fill
Black Lick, PA,0.20235714285714287,14,2.1,blank
Mc Donald, PA,0.2817887983706721,1473,3.1,fill
Mc Donald, PA,0.2817887983706721,1473,1.9,blank
New York, NY,0.26846207646081066,15642,3.0,fill
New York, NY,0.26846207646081066,15642,2.0,blank
Mehoopany, PA,0.67015,12,3.9,fill
Mehoopany, PA,0.67015,12,1.1,blank
Punxsutawney, PA,0.46538333333333337,12,3.5,fill
Punxsutawney, PA,0.46538333333333337,12,1.5,blank
Hackensack, MN,0.3092857142857143,14,3.1,fill
Hackensack, MN,0.3092857142857143,14,1.9,blank
Lindon, UT,0.35573673469387757,196,3.2,fill
Lindon, UT,0.35573673469387757,196,1.7999999999999998,blank
Lorton, VA,0.31045109689213896,1094,3.1,fill
Lorton, VA,0.31045109689213896,1094,1.9,blank
Chapin, SC,0.2952617234468938,1497,3.1,fill
Chapin, SC,0.2952617234468938,1497,1.9,blank
Cottonwood, AL,0.07456666666666667,6,2.6,fill
Cottonwood, AL,0.07456666666666667,6,2.4,blank
Vincent, AL,0.18540714285714285,280,2.8,fill
Vincent, AL,0.18540714285714285,280,2.2,blank
Waconia, MN,0.23049151943462898,566,3.0,fill
Waconia, MN,0.23049151943462898,566,2.0,blank
Maryville, TN,0.5312788897168406,13420,3.6,fill
Maryville, TN,0.5312788897168406,13420,1.4,blank
Artemas, PA,0.0,2,2.4,fill
Artemas, PA,0.0,2,2.6,blank
Loretto, PA,0.442588679245283,106,3.4,fill
Loretto, PA,0.442588679245283,106,1.6,blank
Ventura, CA,0.2987601756587202,3985,3.1,fill
Ventura, CA,0.2987601756587202,3985,1.9,blank
West Hartford, CT,0.5942604324324324,3700,3.8,fill
West Hartford, CT,0.5942604324324324,3700,1.2000000000000002,blank
Madison, NE,0.17442702702702703,37,2.8,fill
Madison, NE,0.17442702702702703,37,2.2,blank
Jordan, MN,0.30116541207008435,4624,3.1,fill
Jordan, MN,0.30116541207008435,4624,1.9,blank
Scranton, KS,0.09092277227722773,101,2.6,fill
Scranton, KS,0.09092277227722773,101,2.4,blank
Clay, KY,0.440755737704918,61,3.4,fill
Clay, KY,0.440755737704918,61,1.6,blank
Mifflinville, PA,0.5583888888888889,9,3.7,fill
Mifflinville, PA,0.5583888888888889,9,1.2999999999999998,blank
Lyman, SC,0.34312551401869157,1070,3.2,fill
Lyman, SC,0.34312551401869157,1070,1.7999999999999998,blank
Ridgeville, SC,0.11740943396226415,106,2.7,fill
Ridgeville, SC,0.11740943396226415,106,2.3,blank
Vida, OR,0.42752702702702705,148,3.4,fill
Vida, OR,0.42752702702702705,148,1.6,blank
Baden, PA,0.34681934065934067,1820,3.2,fill
Baden, PA,0.34681934065934067,1820,1.7999999999999998,blank
Saylorsburg, PA,0.17118417408506428,2022,2.8,fill
Saylorsburg, PA,0.17118417408506428,2022,2.2,blank
Stillwater, PA,0.10010625,32,2.7,fill
Stillwater, PA,0.10010625,32,2.3,blank
Riverside, CA,0.2981522550796786,73939,3.1,fill
Riverside, CA,0.2981522550796786,73939,1.9,blank
Moscow, PA,-0.05199090909090909,22,2.3,fill
Moscow, PA,-0.05199090909090909,22,2.7,blank
Hudson, PA,0.3222751265365148,2766,3.2,fill
Hudson, PA,0.3222751265365148,2766,1.7999999999999998,blank
Orrstown, PA,0.346581654676259,1112,3.2,fill
Orrstown, PA,0.346581654676259,1112,1.7999999999999998,blank
Federal Way, WA,0.20658833333333332,120,2.9,fill
Federal Way, WA,0.20658833333333332,120,2.1,blank
Englewood, CO,0.5024305084745763,236,3.6,fill
Englewood, CO,0.5024305084745763,236,1.4,blank
North Richland Hills, TX,0.28753805668016197,494,3.1,fill
North Richland Hills, TX,0.28753805668016197,494,1.9,blank
Fergus Falls, MN,0.1771808147473828,4394,2.8,fill
Fergus Falls, MN,0.1771808147473828,4394,2.2,blank
Bagley, MN,0.6574666666666666,6,3.9,fill
Bagley, MN,0.6574666666666666,6,1.1,blank
Santa Maria, CA,0.332,65,3.2,fill
Santa Maria, CA,0.332,65,1.7999999999999998,blank
West Valley City, UT,0.25664810872027183,4415,3.0,fill
West Valley City, UT,0.25664810872027183,4415,2.0,blank
Southbridge, MA,0.34318874680306904,782,3.2,fill
Southbridge, MA,0.34318874680306904,782,1.7999999999999998,blank
Sitka, AK,-0.015015151515151516,33,2.4,fill
Sitka, AK,-0.015015151515151516,33,2.6,blank
Mound, MN,0.324562952694507,5771,3.2,fill
Mound, MN,0.324562952694507,5771,1.7999999999999998,blank
New York Mills, MN,0.21643636363636365,11,2.9,fill
New York Mills, MN,0.21643636363636365,11,2.1,blank
Waldport, OR,0.1741341935483871,620,2.8,fill
Waldport, OR,0.1741341935483871,620,2.2,blank
Oklahoma City, OK,0.24475000253041926,138317,3.0,fill
Oklahoma City, OK,0.24475000253041926,138317,2.0,blank
Pinehurst, NC,0.23651468253968255,504,3.0,fill
Pinehurst, NC,0.23651468253968255,504,2.0,blank
West Lafayette, IN,0.4284492424242424,264,3.4,fill
West Lafayette, IN,0.4284492424242424,264,1.6,blank
Cairnbrook, PA,0.6484333333333333,6,3.9,fill
Cairnbrook, PA,0.6484333333333333,6,1.1,blank
Freemansburg, PA,0.32804102564102566,156,3.2,fill
Freemansburg, PA,0.32804102564102566,156,1.7999999999999998,blank
Glen Lyon, PA,0.08381333333333332,60,2.6,fill
Glen Lyon, PA,0.08381333333333332,60,2.4,blank
Coventry, RI,0.29891413379073756,2915,3.1,fill
Coventry, RI,0.29891413379073756,2915,1.9,blank
Vallejo, CA,0.4402242603550296,169,3.4,fill
Vallejo, CA,0.4402242603550296,169,1.6,blank
Summerville, SC,0.2380135015624079,16961,3.0,fill
Summerville, SC,0.2380135015624079,16961,2.0,blank
Novato, CA,0.2899277108433735,1245,3.1,fill
Novato, CA,0.2899277108433735,1245,1.9,blank
Olathe, KS,0.31336963589893996,23867,3.1,fill
Olathe, KS,0.31336963589893996,23867,1.9,blank
Hoffman, MN,0.5492,4,3.7,fill
Hoffman, MN,0.5492,4,1.2999999999999998,blank
Wolfforth, TX,0.3034221476510067,149,3.1,fill
Wolfforth, TX,0.3034221476510067,149,1.9,blank
Mayfield, KY,0.20715847953216374,684,2.9,fill
Mayfield, KY,0.20715847953216374,684,2.1,blank
Erlanger, KY,0.26316017316017315,1155,3.0,fill
Erlanger, KY,0.26316017316017315,1155,2.0,blank
Florence, SC,0.3028349447179404,12392,3.1,fill
Florence, SC,0.3028349447179404,12392,1.9,blank
Brookland, AR,0.12642721088435374,147,2.7,fill
Brookland, AR,0.12642721088435374,147,2.3,blank
Headland, AL,0.23002359550561796,178,2.9,fill
Headland, AL,0.23002359550561796,178,2.1,blank
Benton, AR,0.3026540133779264,7178,3.1,fill
Benton, AR,0.3026540133779264,7178,1.9,blank
Omaha, NE,0.3714209657426189,17748,3.3,fill
Omaha, NE,0.3714209657426189,17748,1.7000000000000002,blank
Attleboro, MA,-0.08173665172728355,25214,2.2,fill
Attleboro, MA,-0.08173665172728355,25214,2.8,blank
Redwood City, CA,0.35718333333333335,1656,3.2,fill
Redwood City, CA,0.35718333333333335,1656,1.7999999999999998,blank
Magnolia, TX,0.343646885361552,14175,3.2,fill
Magnolia, TX,0.343646885361552,14175,1.7999999999999998,blank
Emsworth, PA,0.377718,100,3.3,fill
Emsworth, PA,0.377718,100,1.7000000000000002,blank
Guys Mills, PA,0.17738810020876827,958,2.8,fill
Guys Mills, PA,0.17738810020876827,958,2.2,blank
White Cloud, MI,0.1822485294117647,68,2.8,fill
White Cloud, MI,0.1822485294117647,68,2.2,blank
Alameda, CA,0.31562152828802353,1361,3.1,fill
Alameda, CA,0.31562152828802353,1361,1.9,blank
Smithfield, RI,0.2131470764617691,667,2.9,fill
Smithfield, RI,0.2131470764617691,667,2.1,blank
Woonsocket, RI,0.35019189497716896,876,3.2,fill
Woonsocket, RI,0.35019189497716896,876,1.7999999999999998,blank
Potomac, MD,0.32415305263157895,475,3.2,fill
Potomac, MD,0.32415305263157895,475,1.7999999999999998,blank
Surfside Beach, SC,0.23596363636363638,22,3.0,fill
Surfside Beach, SC,0.23596363636363638,22,2.0,blank
Carlisle, AR,0.31817005382131325,4646,3.1,fill
Carlisle, AR,0.31817005382131325,4646,1.9,blank
Clinton, AR,0.3494048387096774,62,3.2,fill
Clinton, AR,0.3494048387096774,62,1.7999999999999998,blank
Barto, PA,0.10815058139534885,344,2.7,fill
